DOI,title,year,journal,grade,reason,source_url,candidate_fingerprint,extracted_at_utc,sample_state,sample_norm,LOI_pct,LOI_uncertainty_pct,atmosphere,heating_rate_C_min,R650_pct,source_location,evidence,direct_numeric_use,pair_key,T1_C,Tmax1_C,R800_pct,R600_pct,T5_C,Tonset_C,Tmax2_C,T10_C,T20_C,T50_C
10.7216/1300759920212812102,Kalsiyum Hipofosfit ve Magnezyum Hipofosfit Emdirilmiş Jüt Elyaf Katkılı Poli (Laktik Asit) Biyokompozitlerinin Isıl Ve Güç Tutuşurluk Özelliklerinin İncelenmesi,2021,Tekstil ve Mühendis,C,No structured open-full-text tables could be parsed.,https://doi.org/10.7216/1300759920212812102,160f7e70866744c569d6,2026-09-24T18:27:04.193278+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/polym17081038,"Mechanical, Thermal, and Flammability Properties of Eco-Friendly Nanocomposites from Recycled PET/PA-11 Blends Reinforced with Graphene Nanoplatelets",2025,Polymers,C,"Structured LOI/TG tables found, but no exact sample-state match was established.",https://europepmc.org/articles/PMC12030447,c8b7b6856fe5cb272679,2026-09-24T18:27:06.100656+00:00,,,,,,,,,,,,,,,,,,,,,
10.1166/jnn.2012.5367,Surface Nanomodification of Cotton Fiber for Flame Retardant Application,2012,Journal of Nanoscience and Nanotechnology,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1166/jnn.2012.5367,11fe94ca48b469f43e5b,2026-09-24T18:27:06.691519+00:00,,,,,,,,,,,,,,,,,,,,,
10.1002/app.34182,Durable flame retardant finishing of PET/cotton blends using a Novel PVA‐based phosphorus‐nitrogen polymer,2011,Journal of Applied Polymer Science,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1002/app.34182,cd01ded6a1150388bffd,2026-09-24T18:27:07.304809+00:00,,,,,,,,,,,,,,,,,,,,,
10.21203/rs.3.rs-1978432/v1,Flame-Retardancy Finishing of Cotton Fabric by Surface-Initiated Photochemically Induced Atom Transfer Radical Polymerization,2022,Research Square,C,No structured open-full-text tables could be parsed.,https://doi.org/10.21203/rs.3.rs-1978432/v1,0d325811a6ed5c3e8404,2026-09-24T18:27:07.913562+00:00,,,,,,,,,,,,,,,,,,,,,
10.33263/briac123.36473663,Durable and Environmentally Friendly Flame-Retardant Finish on Wool via Graft Copolymerization of Vinyl Phosphonic Acid,2021,Biointerface Research in Applied Chemistry,C,No structured open-full-text tables could be parsed.,https://doi.org/10.33263/briac123.36473663,802c73c93e4ee1b4e739,2026-09-24T18:27:08.560763+00:00,,,,,,,,,,,,,,,,,,,,,
10.3144/expresspolymlett.2020.50,Optimal distribution of phosphorus compounds in multi-layered natural fabric reinforced biocomposites,2020,eXPRESS Polymer Letters,C,No structured open-full-text tables could be parsed.,https://doi.org/10.3144/expresspolymlett.2020.50,d45dd97664b46449706c,2026-09-24T18:27:09.153767+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/molecules200611236,Understanding the Mechanism of Action of Triazine-Phosphonate Derivatives as Flame Retardants for Cotton Fabric,2015,Molecules,C,No structured open-full-text tables could be parsed.,https://europepmc.org/articles/PMC6272508,dff9dc4d5a97cecab8b1,2026-09-24T18:27:11.215746+00:00,,,,,,,,,,,,,,,,,,,,,
10.1108/ijcst-12-2013-0135,Flame retardant cellulosic textile using bannana pseudostem sap,2015,International Journal of Clothing Science and Technology,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1108/ijcst-12-2013-0135,bb2d9bd150ccffbbffe4,2026-09-24T18:27:11.799548+00:00,,,,,,,,,,,,,,,,,,,,,
10.1016/j.clet.2021.100319,Chemically modified wool waste keratin for flame retardant cotton finishing,2021,Cleaner Engineering and Technology,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1016/j.clet.2021.100319,0b45f7bfe3bc792e7352,2026-09-24T18:27:12.472395+00:00,,,,,,,,,,,,,,,,,,,,,
10.1016/j.proeng.2017.12.114,Pyrolysis Properties and Flame Retardant Effects of Fabrics Finished by Hybrid Silica-based Sols,2018,Procedia Engineering,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1016/j.proeng.2017.12.114,9fa2717c28cc4a32b1fe,2026-09-24T18:27:13.150710+00:00,,,,,,,,,,,,,,,,,,,,,
10.1515/epoly-2020-0059,Synthesis of a phosphoramidate flame retardant and its flame retardancy on cotton fabrics,2020,e-Polymers,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1515/epoly-2020-0059,e069407307e04e51eeb7,2026-09-24T18:27:13.881436+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/nano8110875,Surface Coating for Flame Retardancy and Pyrolysis Behavior of Polyester Fabric Based on Calcium Alginate Nanocomposites,2018,Nanomaterials,C,"Structured LOI/TG tables found, but no exact sample-state match was established.",https://europepmc.org/articles/PMC6267167,8f8cb10174c5d9908861,2026-09-24T18:27:15.647311+00:00,,,,,,,,,,,,,,,,,,,,,
10.1002/fam.2314,Flame retardancy in fabric consisting of cellulosic fiber and modacrylic fiber containing fine‐grained MoO3particles,2015,Fire and Materials,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1002/fam.2314,38b2cc0c98c5baa6ff22,2026-09-24T18:27:16.437546+00:00,,,,,,,,,,,,,,,,,,,,,
10.1515/pjct-2015-0018,Flame resistant cellulosic substrate using banana pseudostem sap,2015,Green Sciences,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1515/pjct-2015-0018,f28698df39aaa3cb38d9,2026-09-24T18:27:17.042841+00:00,,,,,,,,,,,,,,,,,,,,,
10.32710/tekstilvekonfeksiyon.674115,Investigation of Flame Retardant Effects of Resins on the Flammability of Leather,2021,TEKSTİL VE KONFEKSİYON,C,No structured open-full-text tables could be parsed.,https://doi.org/10.32710/tekstilvekonfeksiyon.674115,ebe1776f21e622c0147e,2026-09-24T18:27:17.739645+00:00,,,,,,,,,,,,,,,,,,,,,
10.21605/cukurovaumfd.1146075,Investigation of Flame Retardancy Effect of Licorice Root Extract on Cotton and Cotton-Polyester Blended Fabrics,2022,Çukurova Üniversitesi Mühendislik Fakültesi Dergisi,C,No structured open-full-text tables could be parsed.,https://doi.org/10.21605/cukurovaumfd.1146075,ffd1c6ef0cc667a7b31e,2026-09-24T18:27:18.360764+00:00,,,,,,,,,,,,,,,,,,,,,
10.1002/slct.202401571,Fabrication of Laminated Electrospun Fire˗Resistant Phosphorylated Poly(Vinylalcohol) Membrane for Enhanced Firefighter Safety,2024,ChemistrySelect,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1002/slct.202401571,cd94942f696bdbb473aa,2026-09-24T18:27:18.984875+00:00,,,,,,,,,,,,,,,,,,,,,
10.1016/j.proeng.2017.12.124,Flame Retardant Effects of Fabrics Finished by Hybrid Nano-Micro Silica-based Sols,2018,Procedia Engineering,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1016/j.proeng.2017.12.124,f493cdfa7fe1f91b9a37,2026-09-24T18:27:19.645410+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/polym12102232,The Toxicological Testing and Thermal Decomposition of Drive and Transport Belts Made of Thermoplastic Multilayer Polymer Materials,2020,Polymers,C,"Structured LOI/TG tables found, but no exact sample-state match was established.",https://europepmc.org/articles/PMC7600647,6eda81a064df9f979200,2026-09-24T18:27:21.630227+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/polym16121690,Phosphorus/Bromine Synergism Improved the Flame Retardancy of Polyethylene Terephthalate Foams,2024,Polymers,C,"Structured LOI/TG tables found, but no exact sample-state match was established.",https://europepmc.org/articles/PMC11207934,d237f5238c36d8d9855e,2026-09-24T22:27:04.110634+00:00,,,,,,,,,,,,,,,,,,,,,
10.1002/pol.20251226,Biobased Layer‐by‐Layer Assembly of Adenosine Triphosphate and Phosphorylated Chitosan for Flame‐Retardant and Antibacterial Polyester Fabric,2025,Journal of Polymer Science,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1002/pol.20251226,5dee111e0bf5907b4882,2026-09-24T22:27:04.583302+00:00,,,,,,,,,,,,,,,,,,,,,
10.1177/08927057231203549,Preparation of multifunctional flame-retardant coating of cotton fabrics for electrical Insulating applications,2023,Journal of Thermoplastic Composite Materials,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1177/08927057231203549,9150e3fdbeaca1a4feb3,2026-09-24T22:27:05.085532+00:00,,,,,,,,,,,,,,,,,,,,,
10.1016/j.ijbiomac.2023.129121,"Bio-based alginate and Si-, P- and N-containing compounds cooperate toward flame-retardant modification of polyester fabrics",2023,International Journal of Biological Macromolecules,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1016/j.ijbiomac.2023.129121,e6fa028e329f26f0eeeb,2026-09-24T22:27:05.640325+00:00,,,,,,,,,,,,,,,,,,,,,
10.33263/briac123.31983214,"Flame Retardant Waterborne Polyurethanes: Synthesis, Characterization, and Evaluation of Different Properties",2021,Biointerface Research in Applied Chemistry,C,No structured open-full-text tables could be parsed.,https://doi.org/10.33263/briac123.31983214,2e0b8f098b1c37b500e3,2026-09-24T22:27:06.146215+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/polym8080293,Flammability of Cellulose-Based Fibers and the Effect of Structure of Phosphorus Compounds on Their Flame Retardancy,2016,Polymers,C,"Structured LOI/TG tables found, but no exact sample-state match was established.",https://europepmc.org/articles/PMC6431839,4a446de89cc64b5318e1,2026-09-24T22:27:07.867296+00:00,,,,,,,,,,,,,,,,,,,,,
10.2478/pjct-2014-0039,Flame Retardant and Antimicrobial Jute Textile Using Sodium Metasilicate Nonahydrate,2014,Green Sciences,C,No structured open-full-text tables could be parsed.,https://doi.org/10.2478/pjct-2014-0039,065d2f7e8fc1f2572fa9,2026-09-24T22:27:08.336722+00:00,,,,,,,,,,,,,,,,,,,,,
10.1007/s10973-016-5498-3,Study of PET fibres modified with phosphorus–silicon retardants,2016,Journal of Thermal Analysis and Calorimetry,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1007/s10973-016-5498-3,064562c76b173bc30a1e,2026-09-24T22:27:08.806897+00:00,,,,,,,,,,,,,,,,,,,,,
10.21203/rs.3.rs-723535/v1,"Effect of Synthesized Chitosan Flame Retardant On Flammability, Thermal, And Mechanical Properties of Vinyl Ester/Bamboo Nonwoven Fiber Composites",2021,Research Square,C,No structured open-full-text tables could be parsed.,https://doi.org/10.21203/rs.3.rs-723535/v1,f6185147a43fdafea01a,2026-09-24T22:27:09.315384+00:00,,,,,,,,,,,,,,,,,,,,,
10.15376/biores.16.2.islam,Cotton-based flame-retardant textiles: A review,2021,BioResources,C,No structured open-full-text tables could be parsed.,https://doi.org/10.15376/biores.16.2.islam,d163ee136bffc0e3b27f,2026-09-24T22:27:09.784989+00:00,,,,,,,,,,,,,,,,,,,,,
10.59251/2181-1296.2023.v3.139.2.2154,Synthesis and properties of difficult combustion material based on modified polyacrylonitrile,2023,,C,No structured open-full-text tables could be parsed.,http://dx.doi.org/10.59251/2181-1296.2023.v3.139.2.2154,7a9d40414a71fd9ea84f,2026-09-24T22:27:10.252133+00:00,,,,,,,,,,,,,,,,,,,,,
10.2298/tsci1405603z,Thermal properties of wool fabric treated by phosphorus-doped silica sols through sol-gel method,2014,Thermal Science,C,No structured open-full-text tables could be parsed.,https://doi.org/10.2298/tsci1405603z,decb6d24f929cdff5c92,2026-09-24T22:27:10.735986+00:00,,,,,,,,,,,,,,,,,,,,,
10.1007/s10570-020-03270-y,Flame retardant effect of lignin/carbon nanotubes/potassium carbonate composite coatings on cotton roving,2020,Cellulose,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1007/s10570-020-03270-y,be33966a52a43b1ba30a,2026-09-24T22:27:11.241911+00:00,,,,,,,,,,,,,,,,,,,,,
10.20944/preprints201804.0094.v1,Environmentally Sustainable Flame Retardant Surface Treatments for Textiles: The Potential of a Novel Atmospheric Plasma/UV Laser Technology,2018,Preprints.org,C,No structured open-full-text tables could be parsed.,https://doi.org/10.20944/preprints201804.0094.v1,63e7ca145249265f9775,2026-09-24T22:27:11.738103+00:00,,,,,,,,,,,,,,,,,,,,,
10.25073/2588-1140/vnunst.5167,High Flame Retardant Performance of SiO2-TiO2 Sol Coated on Polyester/Cotton Fabrics,2021,VNU Journal of Science Natural Sciences and Technology,C,No structured open-full-text tables could be parsed.,https://doi.org/10.25073/2588-1140/vnunst.5167,fc6fbcb6a872d6a13436,2026-09-24T22:27:12.163918+00:00,,,,,,,,,,,,,,,,,,,,,
10.1016/j.ijbiomac.2024.134644,Alkoxysilyl derivative of carbamoylphosphonate as a flame retardant modifier of cotton fabrics,2024,International Journal of Biological Macromolecules,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1016/j.ijbiomac.2024.134644,eb9452eee1fd1b9ef0cc,2026-09-24T22:27:12.653137+00:00,,,,,,,,,,,,,,,,,,,,,
10.5772/intechopen.72536,Flame-Retardant Unsaturated Polyester Resins: An Overview of Past and Recent Developments,2018,InTech eBooks,C,No structured open-full-text tables could be parsed.,https://doi.org/10.5772/intechopen.72536,754d8060f91fa0fdf96e,2026-09-24T22:27:13.129283+00:00,,,,,,,,,,,,,,,,,,,,,
10.1177/073490410001800402,Flame Retardant Textile Back-Coatings. Part 1: Antimony-Halogen System Interactions and the Effect of Replacement by Phosphorus-Containing Agents,2000,Journal of Fire Sciences,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1177/073490410001800402,71861720fd1b24ef4633,2026-09-24T22:27:13.564237+00:00,,,,,,,,,,,,,,,,,,,,,
10.1177/1528083703035390,Effect of Bonding Resins on the Flammability Properties and Thermal Behaviour of Cotton and Cotton/PESFR Woven Fabrics,2003,Journal of Industrial Textiles,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1177/1528083703035390,1d79386c107217287a4b,2026-09-24T22:27:14.046572+00:00,,,,,,,,,,,,,,,,,,,,,
10.32710/tekstilvekonfeksiyon.570713,PROPERTIES OF WASTE FIBER/POLYURETHANE FLAME RETARDANT INSULATION BOARD,2019,TEKSTİL VE KONFEKSİYON,C,No structured open-full-text tables could be parsed.,https://doi.org/10.32710/tekstilvekonfeksiyon.570713,42ad064b6304f01a3bcf,2026-09-24T22:27:14.539094+00:00,,,,,,,,,,,,,,,,,,,,,
10.14504/ajr.1.6.3,Application of a Phosphazene Derivative as a Flame Retardant for Cotton Fabric using Conventional Method and Supercritical CO 2,2014,AATCC Journal of Research,C,No structured open-full-text tables could be parsed.,https://doi.org/10.14504/ajr.1.6.3,a35bbccf083107552e7f,2026-09-24T22:27:15.074587+00:00,,,,,,,,,,,,,,,,,,,,,
10.1016/j.polymertesting.2023.108104,Characterisation of flame retarded recycled PET foams produced by batch foaming,2023,Polymer Testing,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1016/j.polymertesting.2023.108104,ff45bc723017457f62ba,2026-09-24T22:27:15.555007+00:00,,,,,,,,,,,,,,,,,,,,,
10.21203/rs.3.rs-3480467/v1,"Reliable strategy constructed with polysiloxane to achieve fire resistance, antibacterial properties of cotton fabrics",2023,Research Square,C,No structured open-full-text tables could be parsed.,http://dx.doi.org/10.21203/rs.3.rs-3480467/v1,d22a4c41f604c9144eac,2026-09-24T22:27:16.092877+00:00,,,,,,,,,,,,,,,,,,,,,
10.21203/rs.3.rs-1267691/v1,A strategy to achieve the inherently flame-retardant PA56 by copolymerization with DDP,2022,Research Square,C,No structured open-full-text tables could be parsed.,https://doi.org/10.21203/rs.3.rs-1267691/v1,9a0aac23661075de4a32,2026-09-24T22:27:16.565318+00:00,,,,,,,,,,,,,,,,,,,,,
10.35812/cellulosechemtechnol.2021.55.75,INVESTIGATION OF SYNTHESIS PARAMETERS OF ANTIMONY FLUOROBORATE AND ITS USABILITY AS A FLAME RETARDANT FOR CELLULOSIC FABRICS,2021,Cellulose Chemistry and Technology,C,No structured open-full-text tables could be parsed.,https://doi.org/10.35812/cellulosechemtechnol.2021.55.75,4ea3a88e5eead8ec73c7,2026-09-24T22:27:17.106234+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/polym15183800,Preparation and Application of a Multifunctional Interfacial Modifier for Ramie Fiber/Epoxy Resin Composites,2023,Polymers,C,"Structured LOI/TG tables found, but no exact sample-state match was established.",https://europepmc.org/articles/PMC10537050,16fd5bf0c8f055a7edd3,2026-09-25T01:33:05.257758+00:00,,,,,,,,,,,,,,,,,,,,,
10.20868/upm.thesis.64741,Filler Surface Functionalization for Flame Retardant Epoxy Composites,2020,,C,No structured open-full-text tables could be parsed.,https://doi.org/10.20868/upm.thesis.64741,a11f702da29d61310fb0,2026-09-25T01:33:05.749640+00:00,,,,,,,,,,,,,,,,,,,,,
10.58837/chula.the.2010.1261,Plasma-induced graft copolmerization of flame-retardant phosporus-containing monomer onto fabrics,2010,,C,No structured open-full-text tables could be parsed.,https://doi.org/10.58837/chula.the.2010.1261,ca124d51b5b4187472d6,2026-09-25T01:33:06.215862+00:00,,,,,,,,,,,,,,,,,,,,,
10.21203/rs.3.rs-1939383/v1,A novel relatively high molecule durable flame retardant for cotton fabrics,2022,Research Square,C,No structured open-full-text tables could be parsed.,https://doi.org/10.21203/rs.3.rs-1939383/v1,35533a5111307ae89be2,2026-09-25T01:33:06.688529+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/coatings15020192,Ultrathin Biomaterial Coating for Flame-Retardant Medical Paper,2025,Coatings,C,No structured open-full-text tables could be parsed.,https://doi.org/10.3390/coatings15020192,b65eaa4c22d66452e142,2026-09-25T01:33:07.172608+00:00,,,,,,,,,,,,,,,,,,,,,
10.5552/drvind.2023.0132,Utjecaj nanočestica cinkova oksida na vatrootpornost drvno-plastičnih kompozita,2023,Drvna industrija,C,No structured open-full-text tables could be parsed.,http://dx.doi.org/10.5552/drvind.2023.0132,dcd97dcb7fa053910e1d,2026-09-25T01:33:07.638013+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/polym14153168,The Impact of β-Radiation Crosslinking on Flammability Properties of PA6 Modified by Commercially Available Flame-Retardant Additives,2022,Polymers,C,"Structured LOI/TG tables found, but no exact sample-state match was established.",https://europepmc.org/articles/PMC9371137,2b2d3bf6086f921a46a8,2026-09-25T01:33:09.342788+00:00,,,,,,,,,,,,,,,,,,,,,
10.7317/pk.2018.42.2.157,Synthesis and Application of a Polyamide-containing Phosphorous and Sulfur Flame-retardant for Nylon Fabric,2018,Polymer(Korea),C,No structured open-full-text tables could be parsed.,https://doi.org/10.7317/pk.2018.42.2.157,4fd08f1b10d853221b57,2026-09-25T01:33:09.838240+00:00,,,,,,,,,,,,,,,,,,,,,
10.1002/app.32319,Surface photografting: New application for flame retardant finishing of polyamide6.6 (PA6.6) fabric,2010,Journal of Applied Polymer Science,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1002/app.32319,171f7ad61e5b4191cf85,2026-09-25T01:33:10.318421+00:00,,,,,,,,,,,,,,,,,,,,,
10.1021/ie504070t,Flame-Retarding Modification for Ramie/Benzoxazine Laminates and the Mechanism Study,2014,Industrial & Engineering Chemistry Research,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1021/ie504070t,248b711394a08da8d5ae,2026-09-25T01:33:10.812100+00:00,,,,,,,,,,,,,,,,,,,,,
10.1080/00405000.2021.1921350,High efficient flame retardant finishing of PET fabric using eco-friendly DOPO,2021,Journal of the Textile Institute,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1080/00405000.2021.1921350,951a7e269f115303e0b0,2026-09-25T01:33:11.262894+00:00,,,,,,,,,,,,,,,,,,,,,
10.1088/1755-1315/170/3/032116,Environmentally Friendly Flame Retardant Systems for Unsaturated Polyester Resin,2018,IOP Conference Series Earth and Environmental Science,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1088/1755-1315/170/3/032116,e7b50d3bbfacdf5cd306,2026-09-25T01:33:11.738947+00:00,,,,,,,,,,,,,,,,,,,,,
10.11648/j.ijmsa.20170606.11,Preparation of Flame Retardant Cotton Fabric Using Environmental Friendly Supercritical Carbon Dioxide,2017,International Journal of Materials Science and Applications,C,No structured open-full-text tables could be parsed.,https://doi.org/10.11648/j.ijmsa.20170606.11,fb0ea47c7ba691e00e33,2026-09-25T01:33:12.693817+00:00,,,,,,,,,,,,,,,,,,,,,
10.1002/pen.70378,Optimizing Processing and Formulation Strategies for Enhanced Thermal and Chemical Stability of Meltblown Polyphenylene Sulfide Nonwovens,2026,Polymer Engineering and Science,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1002/pen.70378,8bdae7d61a895203c0f6,2026-09-25T01:33:13.137839+00:00,,,,,,,,,,,,,,,,,,,,,
10.21608/ejchem.2024.287292.9676,"Flame retardant and bioactive polymer for the finishing of cotton and polyester: synthesis, characterization and application",2024,Egyptian Journal of Chemistry,C,No structured open-full-text tables could be parsed.,http://dx.doi.org/10.21608/ejchem.2024.287292.9676,0ed82f134622af9be0f8,2026-09-25T01:33:13.603899+00:00,,,,,,,,,,,,,,,,,,,,,
10.1177/1528083715569375,Cellulosic tent fabric coated with boron nitride nanosheets,2015,Journal of Industrial Textiles,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1177/1528083715569375,250331cb0e5cd6195ed4,2026-09-25T01:33:14.109228+00:00,,,,,,,,,,,,,,,,,,,,,
10.21203/rs.3.rs-4072779/v1,Preparation and property of PVA-based colorful coating composite reinforced with silica aerogel particles filled by high-loaded flame retardant,2024,Research Square,C,No structured open-full-text tables could be parsed.,http://dx.doi.org/10.21203/rs.3.rs-4072779/v1,b0f8cacb924bdca2a0c1,2026-09-25T01:33:14.798320+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/app131910661,Multifunctional Modifying Systems Based on Ionic Liquids for Epoxy Resin Systems and Composites,2023,Applied Sciences,C,No structured open-full-text tables could be parsed.,https://doi.org/10.3390/app131910661,d42643d06842bd9960bf,2026-09-25T01:33:15.270189+00:00,,,,,,,,,,,,,,,,,,,,,
10.14314/polimery.2020.9.4,PET/CLOISITE 15A composite fibers - studies on the structure and the flame inhibition mechanism,2020,Polimery,C,No structured open-full-text tables could be parsed.,https://doi.org/10.14314/polimery.2020.9.4,5b64807a9c443c93f921,2026-09-25T01:33:15.697825+00:00,,,,,,,,,,,,,,,,,,,,,
10.5604/01.3001.0010.5372,Analytical Assessment of the Thermal Decomposition of Cotton-modacryl Knitted Fabrics,2017,Fibres and Textiles in Eastern Europe,C,No structured open-full-text tables could be parsed.,https://doi.org/10.5604/01.3001.0010.5372,4194aa8a1e5427e30344,2026-09-25T01:33:16.170748+00:00,,,,,,,,,,,,,,,,,,,,,
10.1080/00405000.2020.1800974,"Investigation of the flammability properties of a cotton and elastane blend denim fabric in the presence of boric acid, borax, and nano-SiO2",2020,Journal of the Textile Institute,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1080/00405000.2020.1800974,74ea77f78e021e87b683,2026-09-25T01:33:16.621303+00:00,,,,,,,,,,,,,,,,,,,,,
10.1177/073490419201000405,Influence of Laundering on Durable Flame Retarded Cotton Fabrics — Part 1. Effect of Oxidant Concentration and Detergent Type,1992,Journal of Fire Sciences,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1177/073490419201000405,0b91a70625a68d8fad0e,2026-09-25T01:33:17.094293+00:00,,,,,,,,,,,,,,,,,,,,,
10.5764/tcf.2008.20.4.008,Flame-retardant Finish of Cotton Fabrics Using UV-curable Phosphorous-containing Monomers,2008,Textile Coloration and Finishing,C,No structured open-full-text tables could be parsed.,https://doi.org/10.5764/tcf.2008.20.4.008,6fdc6ce238315fea2bd3,2026-09-25T01:33:17.565570+00:00,,,,,,,,,,,,,,,,,,,,,
10.5764/tcf.2008.20.5.001,Flame Retardancy of Cellulose Fabrics Treated with 3-(Hydroxyphenyl Phosphinyl) Propanoic Acid,2008,Textile Coloration and Finishing,C,No structured open-full-text tables could be parsed.,https://doi.org/10.5764/tcf.2008.20.5.001,122b979f2a434d3d13ae,2026-09-25T01:33:18.014048+00:00,,,,,,,,,,,,,,,,,,,,,
10.1021/acsaenm.3c00570,Boron Improved High Limiting Oxygen Index Polyelectrolyte Treatment for Cotton,2023,ACS Applied Engineering Materials,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1021/acsaenm.3c00570,95c25c9c492080d8fd22,2026-09-25T01:33:18.492189+00:00,,,,,,,,,,,,,,,,,,,,,
